epoch,train_loss,val_loss,val_acc,val_f1,lr
1,0.2674,0.4777,0.8225,0.8224,1.33e-06
2,0.2616,0.4821,0.8150,0.8150,1.99e-06
3,0.2586,0.4819,0.8200,0.8200,1.94e-06
4,0.2534,0.4814,0.8150,0.8150,1.84e-06
5,0.2527,0.4835,0.8350,0.8350,1.69e-06
6,0.2511,0.4958,0.8250,0.8246,1.50e-06
7,0.2484,0.4812,0.8375,0.8375,1.29e-06
8,0.2463,0.4814,0.8325,0.8325,1.06e-06
9,0.2453,0.4816,0.8250,0.8250,8.26e-07
10,0.2411,0.4849,0.8350,0.8350,6.04e-07
11,0.2424,0.4836,0.8325,0.8324,4.03e-07
12,0.2422,0.4800,0.8275,0.8275,2.34e-07
13,0.2411,0.4812,0.8350,0.8350,1.06e-07
14,0.2403,0.4821,0.8350,0.8350,2.70e-08
15,0.2400,0.4821,0.8350,0.8350,0.00e+00
