epoch,train_loss,val_loss,val_acc,val_f1,lr
1,0.2726,0.4691,0.8500,0.8500,1.33e-06
2,0.2692,0.4709,0.8525,0.8525,1.99e-06
3,0.2734,0.4667,0.8425,0.8424,1.94e-06
4,0.2742,0.4649,0.8475,0.8475,1.84e-06
5,0.2719,0.4534,0.8500,0.8500,1.69e-06
6,0.2713,0.4627,0.8400,0.8399,1.50e-06
7,0.2709,0.4706,0.8425,0.8424,1.29e-06
8,0.2714,0.4696,0.8400,0.8399,1.06e-06
9,0.2693,0.4739,0.8425,0.8424,8.26e-07
10,0.2695,0.4665,0.8425,0.8424,6.04e-07
11,0.2718,0.4647,0.8425,0.8424,4.03e-07
12,0.2698,0.4665,0.8425,0.8424,2.34e-07
13,0.2696,0.4679,0.8425,0.8424,1.06e-07
14,0.2702,0.4670,0.8425,0.8424,2.70e-08
15,0.2696,0.4672,0.8425,0.8424,0.00e+00
