epoch,train_loss,val_loss,val_acc,val_f1,lr
1,0.2694,0.4612,0.8375,0.8374,1.33e-06
2,0.2670,0.4724,0.8275,0.8270,1.99e-06
3,0.2618,0.4643,0.8250,0.8249,1.94e-06
4,0.2595,0.4744,0.8275,0.8269,1.84e-06
5,0.2547,0.4639,0.8325,0.8325,1.69e-06
6,0.2542,0.4627,0.8325,0.8325,1.50e-06
7,0.2513,0.4628,0.8350,0.8350,1.29e-06
8,0.2475,0.4631,0.8350,0.8349,1.06e-06
9,0.2462,0.4635,0.8425,0.8423,8.26e-07
10,0.2449,0.4645,0.8350,0.8349,6.04e-07
11,0.2445,0.4636,0.8425,0.8425,4.03e-07
12,0.2413,0.4645,0.8425,0.8425,2.34e-07
13,0.2402,0.4636,0.8450,0.8450,1.06e-07
14,0.2444,0.4635,0.8400,0.8400,2.70e-08
15,0.2415,0.4635,0.8400,0.8400,0.00e+00
