epoch,train_loss,val_loss,val_acc,val_f1,lr
1,0.2731,0.5083,0.8500,0.8500,1.33e-06
2,0.2777,0.5145,0.8425,0.8424,1.99e-06
3,0.2692,0.5324,0.8400,0.8399,1.94e-06
4,0.2749,0.5087,0.8400,0.8400,1.84e-06
5,0.2732,0.4986,0.8500,0.8500,1.69e-06
6,0.2743,0.5176,0.8500,0.8500,1.50e-06
7,0.2759,0.5142,0.8500,0.8500,1.29e-06
8,0.2741,0.5301,0.8475,0.8475,1.06e-06
9,0.2766,0.5178,0.8475,0.8475,8.26e-07
10,0.2750,0.5164,0.8475,0.8475,6.04e-07
11,0.2726,0.5092,0.8475,0.8475,4.03e-07
12,0.2721,0.5088,0.8475,0.8475,2.34e-07
13,0.2724,0.5135,0.8475,0.8475,1.06e-07
14,0.2751,0.5125,0.8475,0.8475,2.70e-08
15,0.2719,0.5121,0.8475,0.8475,0.00e+00
