epoch,train_loss,val_loss,val_acc,val_f1,lr
1,0.2653,0.4992,0.8500,0.8500,5.00e-06
2,0.2657,0.5279,0.8500,0.8500,1.00e-05
3,0.2659,0.4880,0.8475,0.8475,9.92e-06
4,0.2660,0.4808,0.8450,0.8450,9.70e-06
5,0.2630,0.5066,0.8475,0.8475,9.33e-06
6,0.2622,0.5011,0.8500,0.8500,8.83e-06
7,0.2642,0.4875,0.8475,0.8475,8.21e-06
8,0.2651,0.4934,0.8375,0.8375,7.50e-06
9,0.2635,0.5087,0.8400,0.8400,6.71e-06
10,0.2633,0.5032,0.8475,0.8475,5.87e-06
11,0.2643,0.4906,0.8400,0.8399,5.00e-06
12,0.2614,0.5039,0.8400,0.8399,4.13e-06
13,0.2638,0.4958,0.8400,0.8399,3.29e-06
14,0.2601,0.4991,0.8425,0.8425,2.50e-06
15,0.2638,0.4879,0.8450,0.8450,1.79e-06
16,0.2636,0.4982,0.8500,0.8500,1.17e-06
17,0.2633,0.4946,0.8450,0.8450,6.70e-07
18,0.2619,0.4959,0.8450,0.8450,3.02e-07
19,0.2615,0.4958,0.8450,0.8450,7.60e-08
20,0.2602,0.4962,0.8450,0.8450,0.00e+00
