epoch,train_loss,val_loss,val_acc,val_f1,lr
1,0.2733,0.4944,0.8550,0.8549,1.33e-06
2,0.2730,0.4922,0.8575,0.8574,1.99e-06
3,0.2717,0.4804,0.8525,0.8523,1.94e-06
4,0.2742,0.4867,0.8525,0.8523,1.84e-06
5,0.2741,0.4912,0.8525,0.8523,1.69e-06
6,0.2730,0.5064,0.8500,0.8498,1.50e-06
7,0.2729,0.5006,0.8550,0.8549,1.29e-06
8,0.2721,0.4942,0.8550,0.8549,1.06e-06
9,0.2693,0.4983,0.8575,0.8574,8.26e-07
10,0.2705,0.4920,0.8525,0.8523,6.04e-07
11,0.2724,0.4882,0.8525,0.8523,4.03e-07
12,0.2702,0.4915,0.8500,0.8498,2.34e-07
13,0.2720,0.4918,0.8500,0.8498,1.06e-07
14,0.2687,0.4928,0.8500,0.8498,2.69e-08
15,0.2692,0.4926,0.8500,0.8498,0.00e+00
