epoch,train_loss,val_loss,val_acc,val_f1,lr
1,0.2682,0.4725,0.8600,0.8600,5.00e-06
2,0.2664,0.4790,0.8650,0.8650,1.00e-05
3,0.2662,0.4841,0.8600,0.8600,9.92e-06
4,0.2683,0.4939,0.8675,0.8675,9.70e-06
5,0.2661,0.4799,0.8675,0.8675,9.33e-06
6,0.2659,0.4699,0.8700,0.8700,8.83e-06
7,0.2675,0.4760,0.8600,0.8600,8.21e-06
8,0.2642,0.4834,0.8625,0.8625,7.50e-06
9,0.2651,0.4805,0.8600,0.8600,6.71e-06
10,0.2659,0.4760,0.8650,0.8650,5.87e-06
11,0.2646,0.4792,0.8625,0.8625,5.00e-06
12,0.2640,0.4807,0.8625,0.8625,4.13e-06
13,0.2643,0.4774,0.8675,0.8675,3.29e-06
14,0.2665,0.4874,0.8675,0.8675,2.50e-06
15,0.2654,0.4804,0.8650,0.8650,1.79e-06
16,0.2648,0.4789,0.8650,0.8650,1.17e-06
17,0.2660,0.4854,0.8675,0.8675,6.70e-07
18,0.2657,0.4825,0.8650,0.8650,3.02e-07
19,0.2659,0.4819,0.8650,0.8650,7.60e-08
20,0.2649,0.4817,0.8650,0.8650,0.00e+00
