epoch,train_loss,val_loss,val_acc,val_f1,lr
1,0.5759,0.4429,0.8600,0.8599,5.00e-05
2,0.4496,0.4346,0.8650,0.8649,1.00e-04
3,0.4467,0.4373,0.8625,0.8625,9.92e-05
4,0.4488,0.4352,0.8600,0.8599,9.70e-05
5,0.4453,0.4358,0.8600,0.8600,9.33e-05
6,0.4413,0.4442,0.8525,0.8523,8.83e-05
7,0.4526,0.4384,0.8525,0.8523,8.21e-05
8,0.4425,0.4359,0.8500,0.8499,7.50e-05
9,0.4461,0.4363,0.8525,0.8524,6.71e-05
10,0.4479,0.4382,0.8525,0.8523,5.87e-05
11,0.4419,0.4348,0.8550,0.8549,5.00e-05
12,0.4449,0.4353,0.8550,0.8549,4.13e-05
13,0.4455,0.4354,0.8550,0.8549,3.29e-05
14,0.4466,0.4354,0.8550,0.8549,2.50e-05
15,0.4466,0.4365,0.8550,0.8549,1.79e-05
16,0.4422,0.4371,0.8550,0.8549,1.17e-05
17,0.4419,0.4367,0.8550,0.8549,6.70e-06
18,0.4466,0.4359,0.8550,0.8549,3.02e-06
19,0.4465,0.4360,0.8550,0.8549,7.60e-07
20,0.4514,0.4360,0.8550,0.8549,0.00e+00
