epoch,train_loss,val_loss,val_acc,val_f1,lr
1,0.5949,0.4377,0.8575,0.8575,5.00e-05
2,0.4577,0.4215,0.8500,0.8500,1.00e-04
3,0.4547,0.4171,0.8500,0.8500,9.92e-05
4,0.4560,0.4166,0.8525,0.8524,9.70e-05
5,0.4512,0.4170,0.8575,0.8575,9.33e-05
6,0.4419,0.4168,0.8500,0.8500,8.83e-05
7,0.4468,0.4163,0.8600,0.8600,8.21e-05
8,0.4458,0.4157,0.8525,0.8524,7.50e-05
9,0.4466,0.4175,0.8575,0.8575,6.71e-05
10,0.4407,0.4160,0.8525,0.8525,5.87e-05
11,0.4473,0.4155,0.8500,0.8500,5.00e-05
12,0.4430,0.4178,0.8575,0.8575,4.13e-05
13,0.4443,0.4156,0.8525,0.8525,3.29e-05
14,0.4420,0.4164,0.8500,0.8500,2.50e-05
15,0.4446,0.4164,0.8525,0.8525,1.79e-05
16,0.4469,0.4163,0.8550,0.8549,1.17e-05
17,0.4470,0.4162,0.8550,0.8549,6.70e-06
18,0.4407,0.4163,0.8550,0.8549,3.02e-06
19,0.4444,0.4162,0.8550,0.8549,7.60e-07
20,0.4456,0.4162,0.8550,0.8549,0.00e+00
