epoch,train_loss,val_loss,val_acc,val_f1,lr
1,0.2679,0.4671,0.8600,0.8600,5.00e-06
2,0.2651,0.4755,0.8500,0.8500,1.00e-05
3,0.2646,0.4551,0.8525,0.8525,9.92e-06
4,0.2656,0.4771,0.8575,0.8575,9.70e-06
5,0.2642,0.4592,0.8575,0.8575,9.33e-06
6,0.2637,0.4499,0.8575,0.8575,8.83e-06
7,0.2634,0.4630,0.8575,0.8575,8.21e-06
8,0.2633,0.4641,0.8575,0.8575,7.50e-06
9,0.2624,0.4572,0.8600,0.8600,6.71e-06
10,0.2637,0.4597,0.8600,0.8600,5.87e-06
11,0.2635,0.4570,0.8575,0.8575,5.00e-06
12,0.2636,0.4575,0.8575,0.8575,4.13e-06
13,0.2621,0.4547,0.8600,0.8600,3.29e-06
14,0.2623,0.4588,0.8575,0.8575,2.50e-06
15,0.2621,0.4603,0.8575,0.8575,1.79e-06
16,0.2637,0.4627,0.8575,0.8575,1.17e-06
17,0.2643,0.4628,0.8600,0.8600,6.70e-07
18,0.2663,0.4584,0.8600,0.8600,3.02e-07
19,0.2614,0.4597,0.8600,0.8600,7.60e-08
20,0.2613,0.4598,0.8600,0.8600,0.00e+00
