epoch,train_loss,val_loss,val_acc,val_f1,lr
1,0.4402,0.4375,0.8425,0.8423,2.50e-06
2,0.4399,0.4474,0.8475,0.8475,5.00e-06
3,0.4428,0.4511,0.8475,0.8475,4.96e-06
4,0.4412,0.4503,0.8475,0.8475,4.85e-06
5,0.4433,0.4517,0.8425,0.8425,4.67e-06
6,0.4411,0.4404,0.8425,0.8424,4.42e-06
7,0.4425,0.4364,0.8425,0.8424,4.11e-06
8,0.4429,0.4333,0.8475,0.8475,3.75e-06
9,0.4424,0.4425,0.8475,0.8475,3.36e-06
10,0.4399,0.4380,0.8475,0.8475,2.93e-06
11,0.4422,0.4463,0.8475,0.8475,2.50e-06
12,0.4481,0.4429,0.8475,0.8475,2.07e-06
13,0.4420,0.4461,0.8475,0.8475,1.64e-06
14,0.4420,0.4445,0.8475,0.8475,1.25e-06
15,0.4374,0.4414,0.8500,0.8500,8.93e-07
16,0.4394,0.4412,0.8450,0.8450,5.85e-07
17,0.4462,0.4409,0.8400,0.8399,3.35e-07
18,0.4471,0.4410,0.8400,0.8399,1.51e-07
19,0.4409,0.4413,0.8400,0.8399,3.80e-08
20,0.4403,0.4414,0.8400,0.8399,0.00e+00
