epoch,train_loss,val_loss,val_acc,val_f1,lr
1,0.3667,0.4914,0.8475,0.8475,3.33e-05
2,0.2702,0.4998,0.8400,0.8399,6.67e-05
3,0.2726,0.4829,0.8400,0.8399,1.00e-04
4,0.2680,0.4885,0.8525,0.8525,9.97e-05
5,0.2667,0.5005,0.8425,0.8424,9.87e-05
6,0.2698,0.4915,0.8425,0.8424,9.70e-05
7,0.2705,0.5157,0.8425,0.8424,9.47e-05
8,0.2721,0.5029,0.8425,0.8424,9.18e-05
9,0.2653,0.4983,0.8425,0.8425,8.83e-05
10,0.2689,0.4850,0.8475,0.8475,8.43e-05
11,0.2704,0.4988,0.8400,0.8400,7.99e-05
12,0.2712,0.4957,0.8400,0.8399,7.50e-05
13,0.2682,0.4887,0.8425,0.8424,6.98e-05
14,0.2708,0.5075,0.8400,0.8399,6.43e-05
15,0.2682,0.4915,0.8400,0.8399,5.87e-05
16,0.2681,0.4886,0.8400,0.8399,5.29e-05
17,0.2694,0.4886,0.8400,0.8399,4.71e-05
18,0.2678,0.4942,0.8400,0.8399,4.13e-05
19,0.2690,0.4874,0.8425,0.8424,3.57e-05
20,0.2696,0.4889,0.8425,0.8424,3.02e-05
21,0.2700,0.4908,0.8400,0.8399,2.50e-05
22,0.2655,0.4904,0.8425,0.8424,2.01e-05
23,0.2664,0.4871,0.8425,0.8424,1.57e-05
24,0.2692,0.4890,0.8400,0.8399,1.17e-05
25,0.2686,0.4894,0.8400,0.8399,8.23e-06
26,0.2697,0.4909,0.8400,0.8399,5.32e-06
27,0.2677,0.4911,0.8425,0.8424,3.02e-06
28,0.2676,0.4913,0.8425,0.8424,1.35e-06
29,0.2681,0.4917,0.8425,0.8424,3.38e-07
30,0.2701,0.4916,0.8425,0.8424,0.00e+00
