epoch,train_loss,val_loss,val_acc,val_f1,lr
1,0.2957,0.4577,0.8600,0.8600,1.34e-06
2,0.2915,0.4540,0.8600,0.8600,1.99e-06
3,0.2934,0.4507,0.8625,0.8625,1.94e-06
4,0.2943,0.4505,0.8600,0.8600,1.84e-06
5,0.2940,0.4548,0.8600,0.8600,1.69e-06
6,0.2944,0.4517,0.8650,0.8650,1.50e-06
7,0.2922,0.4595,0.8600,0.8600,1.29e-06
8,0.2924,0.4560,0.8600,0.8600,1.06e-06
9,0.2924,0.4468,0.8550,0.8550,8.26e-07
10,0.2900,0.4559,0.8600,0.8600,6.04e-07
11,0.2929,0.4563,0.8600,0.8600,4.03e-07
12,0.2927,0.4535,0.8600,0.8600,2.34e-07
13,0.2947,0.4529,0.8600,0.8600,1.06e-07
14,0.2898,0.4532,0.8600,0.8600,2.69e-08
15,0.2924,0.4533,0.8600,0.8600,0.00e+00
