epoch,train_loss,val_loss,val_acc,val_f1,lr
1,0.6185,0.4451,0.8600,0.8600,5.00e-05
2,0.4624,0.4301,0.8575,0.8575,1.00e-04
3,0.4515,0.4332,0.8625,0.8625,9.92e-05
4,0.4485,0.4323,0.8550,0.8550,9.70e-05
5,0.4538,0.4357,0.8625,0.8625,9.33e-05
6,0.4511,0.4279,0.8600,0.8600,8.83e-05
7,0.4522,0.4331,0.8575,0.8575,8.21e-05
8,0.4533,0.4300,0.8575,0.8575,7.50e-05
9,0.4533,0.4299,0.8625,0.8625,6.71e-05
10,0.4473,0.4263,0.8600,0.8600,5.87e-05
11,0.4501,0.4272,0.8625,0.8625,5.00e-05
12,0.4511,0.4264,0.8575,0.8575,4.13e-05
13,0.4535,0.4245,0.8575,0.8575,3.29e-05
14,0.4484,0.4263,0.8575,0.8575,2.50e-05
15,0.4471,0.4289,0.8625,0.8625,1.79e-05
16,0.4487,0.4273,0.8600,0.8600,1.17e-05
17,0.4507,0.4268,0.8575,0.8575,6.70e-06
18,0.4476,0.4268,0.8575,0.8575,3.02e-06
19,0.4505,0.4265,0.8575,0.8575,7.60e-07
20,0.4446,0.4265,0.8575,0.8575,0.00e+00
