epoch,train_loss,val_loss,val_acc,val_f1,lr
1,0.4479,0.4337,0.8575,0.8575,2.50e-06
2,0.4526,0.4278,0.8550,0.8550,5.00e-06
3,0.4522,0.4428,0.8625,0.8625,4.96e-06
4,0.4448,0.4282,0.8575,0.8575,4.85e-06
5,0.4475,0.4292,0.8550,0.8550,4.67e-06
6,0.4571,0.4228,0.8525,0.8523,4.42e-06
7,0.4458,0.4219,0.8550,0.8550,4.11e-06
8,0.4506,0.4275,0.8625,0.8625,3.75e-06
9,0.4510,0.4266,0.8575,0.8575,3.36e-06
10,0.4473,0.4214,0.8575,0.8575,2.93e-06
11,0.4433,0.4221,0.8600,0.8600,2.50e-06
12,0.4454,0.4243,0.8625,0.8625,2.07e-06
13,0.4497,0.4236,0.8625,0.8625,1.64e-06
14,0.4522,0.4220,0.8625,0.8625,1.25e-06
15,0.4429,0.4235,0.8625,0.8625,8.93e-07
16,0.4452,0.4249,0.8625,0.8625,5.85e-07
17,0.4487,0.4244,0.8625,0.8625,3.35e-07
18,0.4459,0.4244,0.8625,0.8625,1.51e-07
19,0.4466,0.4244,0.8625,0.8625,3.80e-08
20,0.4483,0.4244,0.8625,0.8625,0.00e+00
